Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"Giay bao xinh luôn, đi thoải mái, giao hàng nhanh nữa, rất đáng tiền",-1,1,1,1,-1,-1,1,-1,"giay bao xinh luôn, đi thoải mái, giao hàng nhanh nữa, rất đáng tiền","['▁gi', 'ay', '▁b', 'ao', '▁x', 'inh', '▁luôn', ',', '▁đi', '▁tho', 'ải', '▁m', 'ái', ',', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁n', 'ữa', ',', '▁r', 'ất', '▁đ', 'áng', '▁t', 'iền']","[0, 33, 46, 14, 44, 34, 81, 166, 14665, 48, 535, 99, 9, 205, 14665, 33, 44, 13, 79, 87, 7, 16, 174, 14665, 24, 51, 8, 207, 6, 209, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mik sài thấy thoải mái, mát, đi lại cũng nhẹ nhàn, mang tính chất xinh xắn là chính",-1,-1,1,1,-1,-1,-1,-1,"mik sài thấy thoải mái, mát, đi lại cũng nhẹ nhàn, mang tính chất xinh xắn là chính","['▁m', 'ik', '▁s', 'ài', '▁th', 'ấy', '▁tho', 'ải', '▁m', 'ái', ',', '▁m', 'át', ',', '▁đi', '▁l', 'ại', '▁c', 'ũng', '▁nhẹ', '▁nh', 'àn', ',', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁x', 'inh', '▁x', 'ắn', '▁là', '▁ch', 'ính']","[0, 9, 423, 19, 96, 12, 49, 535, 99, 9, 205, 14665, 9, 238, 14665, 48, 10, 63, 5, 93, 943, 18, 201, 14665, 9, 86, 6, 261, 11, 51, 34, 81, 34, 307, 29, 11, 261, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp rất là đáng mua giao hàng nhanh có hộp không bị móp hộp cao nói chung là ok lắm,-1,1,1,-1,-1,1,-1,-1,giày đẹp rất là đáng mua giao hàng nhanh có hộp không bị móp hộp cao nói chung là ổn lắm,"['▁gi', 'ày', '▁đ', 'ẹp', '▁r', 'ất', '▁là', '▁đ', 'áng', '▁mua', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁có', '▁hộp', '▁kh', 'ông', '▁bị', '▁m', 'óp', '▁hộp', '▁c', 'ao', '▁nói', '▁ch', 'ung', '▁là', '▁ổn', '▁l', 'ắm']","[0, 33, 193, 8, 165, 24, 51, 29, 8, 207, 183, 33, 44, 13, 79, 87, 7, 41, 1084, 25, 38, 199, 9, 1116, 1084, 5, 44, 233, 11, 160, 29, 645, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày thì giao nhanh. Nhưng tại đặt lùi 1 size lên là chật. Haiz,-1,1,-1,-1,0,-1,-1,-1,giày thì giao nhanh. nhưng tại đặt lùi 1 size lên là chật. haiz,"['▁gi', 'ày', '▁thì', '▁gi', 'ao', '▁nha', 'nh', '.', '▁như', 'ng', '▁t', 'ại', '▁đ', 'ặt', '▁l', 'ùi', '▁1', '▁size', '▁l', 'ên', '▁là', '▁ch', 'ật', '.', '▁ha', 'iz']","[0, 33, 193, 61, 33, 44, 87, 7, 14660, 65, 4, 6, 63, 8, 244, 10, 511, 303, 1082, 10, 31, 29, 11, 149, 14660, 871, 6875, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày không có gì để chê ạ Xứng đồng tiền bỏ ra ạ Mua về tập thể dục thì tuyệt vời luôn,1,-1,-1,-1,-1,-1,1,-1,giày không có gì để chê ạ xứng đồng tiền bỏ ra ạ mua về tập thể dục thì tuyệt vời luôn,"['▁gi', 'ày', '▁kh', 'ông', '▁có', '▁gì', '▁để', '▁chê', '▁ạ', '▁x', 'ứng', '▁đ', 'ồng', '▁t', 'iền', '▁bỏ', '▁ra', '▁ạ', '▁mua', '▁về', '▁t', 'ập', '▁thể', '▁d', 'ục', '▁thì', '▁t', 'uyệt', '▁v', 'ời', '▁luôn']","[0, 33, 193, 25, 38, 41, 143, 151, 1266, 155, 34, 492, 8, 257, 6, 209, 637, 141, 155, 183, 206, 6, 332, 338, 22, 342, 61, 6, 687, 15, 52, 166, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Đúng mẫu mã nhìn đẹp nhưng trưa đeo ko biêt có êm chân ko,-1,-1,-1,-1,-1,-1,-1,2,đung mâu ma nhin đep nhưng trưa đeo không biêt co êm chân không,"['▁đ', 'ung', '▁m', 'âu', '▁ma', '▁nh', 'in', '▁đ', 'ep', '▁như', 'ng', '▁tr', 'ưa', '▁đ', 'eo', '▁kh', 'ông', '▁b', 'iêt', '▁co', '▁êm', '▁ch', 'ân', '▁kh', 'ông']","[0, 8, 160, 9, 101, 564, 18, 102, 8, 1674, 65, 4, 26, 137, 8, 254, 25, 38, 14, 3192, 366, 1526, 11, 91, 25, 38, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop giao hàng khá nhanh. Giày rất đẹp, hộp giày xịn xò k móp méo hay gì cả. Rất ưng ý, sẽ quay lại ủng hộ shop tiếp. =&gt; Hình ảnh và video chỉ mang tính chất nhận xu.",-1,2,1,-1,-1,1,-1,-1,"shop giao hàng khá nhanh. giày rất đẹp, hộp giày xịn xò không móp méo hay gì cả. rất ưng ý, sẽ quay lại ủng hộ shop tiếp. gt; hình ảnh và video chỉ mang tính chất nhận xu.","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁khá', '▁nha', 'nh', '.', '▁gi', 'ày', '▁r', 'ất', '▁đ', 'ẹp', ',', '▁hộp', '▁gi', 'ày', '▁x', 'ịn', '▁xò', '▁kh', 'ông', '▁m', 'óp', '▁m', 'éo', '▁h', 'ay', '▁gì', '▁cả', '.', '▁r', 'ất', '▁ưng', '▁ý', ',', '▁sẽ', '▁qu', 'ay', '▁l', 'ại', '▁ủng', '▁hộ', '▁shop', '▁tiếp', '.', '▁gt', ';', '▁h', 'ình', '▁ảnh', '▁và', '▁video', '▁chỉ', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁nh', 'ận', '▁xu', '.']","[0, 308, 33, 44, 13, 79, 552, 87, 7, 14660, 33, 193, 24, 51, 8, 165, 14665, 1084, 33, 193, 34, 862, 3279, 25, 38, 9, 1116, 9, 506, 13, 46, 143, 133, 14660, 24, 51, 1154, 394, 14665, 237, 37, 46, 10, 63, 716, 416, 308, 609, 14660, 9332, 14805, 13, 39, 444, 62, 1067, 229, 9, 86, 6, 261, 11, 51, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Y hình. Chất liệu thì tiền nào của nấy. Hàng Quốc tế nên giao hơi lâu,-1,-1,1,2,-1,-1,-1,-1,y hình. chất liệu thì tiền nào của nấy. hàng quốc tế nên giao hơi lâu,"['▁y', '▁h', 'ình', '.', '▁ch', 'ất', '▁l', 'iệu', '▁thì', '▁t', 'iền', '▁nào', '▁c', 'ủa', '▁n', 'ấy', '.', '▁h', 'àng', '▁qu', 'ốc', '▁tế', '▁n', 'ên', '▁gi', 'ao', '▁h', 'ơi', '▁l', 'âu']","[0, 170, 13, 39, 14660, 11, 51, 10, 442, 61, 6, 209, 156, 5, 98, 16, 49, 14660, 13, 79, 37, 372, 980, 16, 31, 33, 44, 13, 74, 10, 101, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày oke chất lượng ổn so với tầm giá giao hàng nhanh shipper nhiệt tình,-1,1,-1,2,-1,-1,2,-1,giày ổn chất lượng ổn so với tầm giá giao hàng nhanh shiper nhiệt tình,"['▁gi', 'ày', '▁ổn', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁ổn', '▁so', '▁v', 'ới', '▁t', 'ầm', '▁giá', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁sh', 'ip', 'er', '▁nh', 'iệt', '▁t', 'ình']","[0, 33, 193, 645, 11, 51, 10, 69, 4, 645, 714, 15, 54, 6, 384, 224, 33, 44, 13, 79, 87, 7, 223, 648, 267, 18, 282, 6, 39, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng đẹp chất ok khỏi bàn về hàng đúng hẹn tóm lại là giày đẹp khỏi chê,-1,2,1,-1,-1,-1,-1,-1,hàng đẹp chất ổn khỏi bàn về hàng đúng hẹn tóm lại là giày đẹp khỏi chê,"['▁h', 'àng', '▁đ', 'ẹp', '▁ch', 'ất', '▁ổn', '▁kh', 'ỏi', '▁b', 'àn', '▁về', '▁h', 'àng', '▁đ', 'úng', '▁h', 'ẹn', '▁t', 'óm', '▁l', 'ại', '▁là', '▁gi', 'ày', '▁đ', 'ẹp', '▁kh', 'ỏi', '▁chê']","[0, 13, 79, 8, 165, 11, 51, 645, 25, 314, 14, 201, 206, 13, 79, 8, 208, 13, 1259, 6, 1075, 10, 63, 29, 33, 193, 8, 165, 25, 314, 1266, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sản phẩm ok  Chất liệu ỏin  Màu hơi khác  Sản phẩm ổn đáng để mua nha,-1,-1,2,2,-1,-1,2,-1,sản phẩm ổn chất liệu ỏin màu hơi khác sản phẩm ổn đáng để mua nha,"['▁s', 'ản', '▁ph', 'ẩm', '▁ổn', '▁ch', 'ất', '▁l', 'iệu', '▁ỏ', 'in', '▁màu', '▁h', 'ơi', '▁kh', 'ác', '▁s', 'ản', '▁ph', 'ẩm', '▁ổn', '▁đ', 'áng', '▁để', '▁mua', '▁nha']","[0, 19, 169, 35, 277, 645, 11, 51, 10, 442, 7957, 102, 484, 13, 74, 25, 158, 19, 169, 35, 277, 645, 8, 207, 151, 183, 87, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hộp bị méo mó, rách rưới cứ như là bị quăng lên quăng xuống vậy. Hơi chê cái hộp nha còn giày thì tạm ổn",-1,-1,-1,-1,-1,0,2,-1,"hộp bị méo mó, rách rưới cứ như là bị quăng lên quăng xuống vậy. hơi chê cái hộp nha còn giày thì tạm ổn","['▁hộp', '▁bị', '▁m', 'éo', '▁mó', ',', '▁r', 'ách', '▁r', 'ưới', '▁cứ', '▁như', '▁là', '▁bị', '▁qu', 'ăng', '▁l', 'ên', '▁qu', 'ăng', '▁xu', 'ống', '▁v', 'ậy', '.', '▁h', 'ơi', '▁chê', '▁cái', '▁hộp', '▁nha', '▁c', 'òn', '▁gi', 'ày', '▁thì', '▁t', 'ạm', '▁ổn']","[0, 1084, 199, 9, 506, 10130, 14665, 24, 391, 24, 789, 298, 65, 29, 199, 37, 251, 10, 31, 37, 251, 420, 164, 15, 179, 14660, 13, 74, 1266, 131, 1084, 87, 5, 119, 33, 193, 61, 6, 479, 645, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rất chi là chim ưng nên mua nha rất đáng tiền,1,-1,-1,-1,-1,-1,-1,-1,rất chi là chim ưng nên mua nha rất đáng tiền,"['▁r', 'ất', '▁chi', '▁là', '▁ch', 'im', '▁ưng', '▁n', 'ên', '▁mua', '▁nha', '▁r', 'ất', '▁đ', 'áng', '▁t', 'iền']","[0, 24, 51, 276, 29, 11, 266, 1154, 16, 31, 183, 87, 24, 51, 8, 207, 6, 209, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Đi cỡ 37 đặt 38 vừa chân, đi êm chân. Giày đẹp nên mua",-1,-1,1,1,2,-1,-1,-1,"đi cỡ 37 đặt 38 vừa chân, đi êm chân. giày đẹp nên mua","['▁đi', '▁cỡ', '▁37', '▁đ', 'ặt', '▁38', '▁v', 'ừa', '▁ch', 'ân', ',', '▁đi', '▁êm', '▁ch', 'ân', '.', '▁gi', 'ày', '▁đ', 'ẹp', '▁n', 'ên', '▁mua']","[0, 48, 1986, 9196, 8, 244, 7794, 15, 320, 11, 91, 14665, 48, 1526, 11, 91, 14660, 33, 193, 8, 165, 16, 31, 183, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ủng hộ tiếp theo của nhà nước ko thì để lại những gì mình cho người dùng sẽ có những gì bạn Đỗ Thị Ngọc Lan don cho bạn my nghỉ chiều cao fashion cao thấy đó cho thấy ở,-1,-1,-1,-1,-1,-1,-1,2,ủng hộ tiếp theo của nhà nước không thì để lại những gì mình cho người dùng sẽ có những gì bạn đỗ thị ngọc lan don cho bạn my nghỉ chiều cao fashion cao thấy đó cho thấy ở,"['▁ủng', '▁hộ', '▁tiếp', '▁th', 'eo', '▁c', 'ủa', '▁nhà', '▁n', 'ước', '▁kh', 'ông', '▁thì', '▁để', '▁l', 'ại', '▁nh', 'ững', '▁gì', '▁m', 'ình', '▁cho', '▁ng', 'ười', '▁d', 'ùng', '▁sẽ', '▁có', '▁nh', 'ững', '▁gì', '▁b', 'ạn', '▁đỗ', '▁thị', '▁ng', 'ọc', '▁l', 'an', '▁d', 'on', '▁cho', '▁b', 'ạn', '▁my', '▁nghỉ', '▁ch', 'iều', '▁c', 'ao', '▁f', 'as', 'hi', 'on', '▁c', 'ao', '▁th', 'ấy', '▁đó', '▁cho', '▁th', 'ấy', '▁ở']","[0, 716, 416, 609, 12, 254, 5, 98, 226, 16, 192, 25, 38, 61, 151, 10, 63, 18, 330, 143, 9, 39, 71, 23, 92, 22, 159, 237, 41, 18, 330, 143, 14, 90, 3059, 963, 23, 125, 10, 67, 22, 59, 71, 14, 90, 826, 1024, 11, 167, 5, 44, 281, 1023, 544, 59, 5, 44, 12, 49, 136, 71, 12, 49, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Sản phẩm tốt giá rẻ nhưng giao hàng lâu quá ạ:(( nhưng không a giá cả ổn sản phẩm chất lượng tốt ạ,1,0,-1,1,-1,-1,-1,-1,sản phẩm tốt giá rẻ nhưng giao hàng lâu quá ạ:(( nhưng không a giá cả ổn sản phẩm chất lượng tốt ạ,"['▁s', 'ản', '▁ph', 'ẩm', '▁t', 'ốt', '▁giá', '▁rẻ', '▁như', 'ng', '▁gi', 'ao', '▁h', 'àng', '▁l', 'âu', '▁quá', '▁ạ', ':((', '▁như', 'ng', '▁kh', 'ông', '▁a', '▁giá', '▁cả', '▁ổn', '▁s', 'ản', '▁ph', 'ẩm', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁t', 'ốt', '▁ạ']","[0, 19, 169, 35, 277, 6, 185, 224, 752, 65, 4, 33, 44, 13, 79, 10, 101, 115, 155, 3481, 65, 4, 25, 38, 40, 224, 133, 645, 19, 169, 35, 277, 11, 51, 10, 69, 4, 6, 185, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chất lượng . So voi giá tien thì quá oki rẻ. Thêm miếng lót cho êm hinh ảnh mang chất nhận xu,1,-1,-1,1,-1,-1,-1,-1,chất lượng . so voi giá tien thì quá oki rẻ. thêm miếng lót cho êm hinh ảnh mang chất nhận xu,"['▁ch', 'ất', '▁l', 'ượ', 'ng', '▁.', '▁so', '▁v', 'oi', '▁giá', '▁t', 'ien', '▁thì', '▁quá', '▁o', 'ki', '▁rẻ', '.', '▁th', 'êm', '▁m', 'iế', 'ng', '▁l', 'ót', '▁cho', '▁êm', '▁h', 'inh', '▁ảnh', '▁m', 'ang', '▁ch', 'ất', '▁nh', 'ận', '▁xu']","[0, 11, 51, 10, 69, 4, 140, 714, 15, 139, 224, 6, 995, 61, 115, 243, 3729, 752, 14660, 12, 284, 9, 57, 4, 10, 1357, 71, 1526, 13, 81, 444, 9, 86, 11, 51, 18, 138, 420, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hang ok  Di rat vua..di rat thoải mái luon..vua re..lan sau se ug ho shop tiếp,1,-1,-1,1,-1,-1,-1,-1,hang ổn di rat vua..di rat thoải mái luon..vua re..lan sau se ug ho shop tiếp,"['▁h', 'ang', '▁ổn', '▁di', '▁r', 'at', '▁v', 'ua', '..', 'di', '▁r', 'at', '▁tho', 'ải', '▁m', 'ái', '▁lu', 'on', '..', 'v', 'ua', '▁re', '..', 'lan', '▁s', 'au', '▁se', '▁u', 'g', '▁ho', '▁shop', '▁tiếp']","[0, 13, 86, 645, 446, 24, 355, 15, 530, 187, 4549, 24, 355, 535, 99, 9, 205, 117, 59, 187, 14655, 530, 910, 187, 7874, 19, 172, 1065, 461, 14642, 204, 308, 609, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày vừa vặn đang thể thao đi vào chân rất đẹp. Tuy nhiên ship hàng hơi lâu,-1,0,1,-1,1,-1,-1,-1,giày vừa vặn đang thể thao đi vào chân rất đẹp. tuy nhiên ship hàng hơi lâu,"['▁gi', 'ày', '▁v', 'ừa', '▁v', 'ặn', '▁đ', 'ang', '▁thể', '▁th', 'ao', '▁đi', '▁vào', '▁ch', 'ân', '▁r', 'ất', '▁đ', 'ẹp', '.', '▁t', 'uy', '▁nh', 'iên', '▁sh', 'ip', '▁h', 'àng', '▁h', 'ơi', '▁l', 'âu']","[0, 33, 193, 15, 320, 15, 1143, 8, 86, 338, 12, 44, 48, 239, 11, 91, 24, 51, 8, 165, 14660, 6, 43, 18, 161, 223, 648, 13, 79, 13, 74, 10, 101, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
